,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
11709,CWE-295,CVE-2018-3927,5.9,2.2,HIGH,NONE,NONE
11710,CWE-200,CVE-2018-3928,7.5,3.9,LOW,NONE,NONE
11711,CWE-787,CVE-2018-3929,7.8,1.8,LOW,NONE,REQUIRED
11712,CWE-787,CVE-2018-3930,7.8,1.8,LOW,NONE,REQUIRED
11713,CWE-787,CVE-2018-3931,7.8,1.8,LOW,NONE,REQUIRED
11714,CWE-787,CVE-2018-3932,7.8,1.8,LOW,NONE,REQUIRED
11715,CWE-787,CVE-2018-3933,7.8,1.8,LOW,NONE,REQUIRED
11716,NVD-CWE-noinfo,CVE-2018-3934,9.8,3.9,LOW,NONE,NONE
11717,CWE-400,CVE-2018-3935,7.5,3.9,LOW,NONE,NONE
11718,CWE-787,CVE-2018-3936,7.8,1.8,LOW,NONE,REQUIRED
11719,CWE-78,CVE-2018-3937,7.2,1.2,LOW,HIGH,NONE
11720,CWE-787,CVE-2018-3938,10.0,3.9,LOW,NONE,NONE
11721,CWE-416,CVE-2018-3939,7.8,1.8,LOW,NONE,REQUIRED
11722,CWE-416,CVE-2018-3940,7.8,1.8,LOW,NONE,REQUIRED
11723,CWE-416,CVE-2018-3941,7.8,1.8,LOW,NONE,REQUIRED
11724,CWE-416,CVE-2018-3942,7.8,1.8,LOW,NONE,REQUIRED
11725,CWE-416,CVE-2018-3943,7.8,1.8,LOW,NONE,REQUIRED
11726,CWE-416,CVE-2018-3944,7.8,1.8,LOW,NONE,REQUIRED
11727,CWE-416,CVE-2018-3945,7.8,1.8,LOW,NONE,REQUIRED
11728,CWE-416,CVE-2018-3946,7.8,1.8,LOW,NONE,REQUIRED
11729,CWE-200,CVE-2018-3947,8.1,2.2,HIGH,NONE,NONE
11730,CWE-20,CVE-2018-3948,7.5,3.9,LOW,NONE,NONE
11731,CWE-22,CVE-2018-3949,7.5,3.9,LOW,NONE,NONE
11732,CWE-787,CVE-2018-3950,8.8,2.8,LOW,LOW,NONE
11733,CWE-119,CVE-2018-3951,7.2,1.2,LOW,HIGH,NONE
11734,CWE-78,CVE-2018-3952,8.8,2.0,LOW,LOW,NONE
11735,CWE-78,CVE-2018-3953,7.2,1.2,LOW,HIGH,NONE
11736,CWE-78,CVE-2018-3954,7.2,1.2,LOW,HIGH,NONE
11737,CWE-78,CVE-2018-3955,7.2,1.2,LOW,HIGH,NONE
11738,CWE-125,CVE-2018-3956,8.1,2.8,LOW,NONE,REQUIRED
11739,CWE-416,CVE-2018-3957,7.8,1.8,LOW,NONE,REQUIRED
11740,CWE-416,CVE-2018-3958,7.8,1.8,LOW,NONE,REQUIRED
11741,CWE-416,CVE-2018-3959,7.8,1.8,LOW,NONE,REQUIRED
11742,CWE-416,CVE-2018-3960,7.8,1.8,LOW,NONE,REQUIRED
11743,CWE-416,CVE-2018-3961,7.8,1.8,LOW,NONE,REQUIRED
11744,CWE-416,CVE-2018-3962,7.3,1.3,LOW,LOW,REQUIRED
11745,CWE-74,CVE-2018-3963,9.0,2.3,LOW,LOW,NONE
11746,CWE-416,CVE-2018-3964,7.8,1.8,LOW,NONE,REQUIRED
11747,CWE-416,CVE-2018-3965,7.8,1.8,LOW,NONE,REQUIRED
11748,CWE-416,CVE-2018-3966,7.8,1.8,LOW,NONE,REQUIRED
11749,CWE-416,CVE-2018-3967,7.8,1.8,LOW,NONE,REQUIRED
11750,CWE-347,CVE-2018-3968,7.0,1.0,HIGH,LOW,NONE
11751,CWE-78,CVE-2018-3969,7.8,1.8,LOW,LOW,NONE
11752,CWE-908,CVE-2018-3970,5.5,1.8,LOW,LOW,NONE
11753,CWE-123,CVE-2018-3971,7.8,1.8,LOW,LOW,NONE
11754,CWE-502,CVE-2018-3972,9.8,3.9,LOW,NONE,NONE
11755,CWE-787,CVE-2018-3973,7.8,1.8,LOW,NONE,REQUIRED
11756,CWE-732,CVE-2018-3974,7.8,1.8,LOW,LOW,NONE
11757,CWE-908,CVE-2018-3975,7.8,1.8,LOW,NONE,REQUIRED
11758,CWE-787,CVE-2018-3976,7.8,1.8,LOW,NONE,REQUIRED
11759,CWE-787,CVE-2018-3977,8.8,2.8,LOW,NONE,REQUIRED
11760,CWE-787,CVE-2018-3978,7.8,1.8,LOW,NONE,REQUIRED
11761,CWE-400,CVE-2018-3979,6.5,2.8,LOW,NONE,REQUIRED
11762,CWE-787,CVE-2018-3980,7.8,1.8,LOW,NONE,REQUIRED
11763,CWE-787,CVE-2018-3981,7.8,1.8,LOW,NONE,REQUIRED
11764,CWE-787,CVE-2018-3982,7.8,1.8,LOW,NONE,REQUIRED
11765,CWE-824,CVE-2018-3983,7.8,1.8,LOW,NONE,REQUIRED
11766,CWE-119,CVE-2018-3984,7.8,1.8,LOW,NONE,REQUIRED
11767,CWE-415,CVE-2018-3985,9.8,3.9,LOW,NONE,NONE
11768,CWE-200,CVE-2018-3986,5.5,1.8,LOW,LOW,NONE
11769,CWE-200,CVE-2018-3987,5.5,1.8,LOW,LOW,NONE
11770,CWE-200,CVE-2018-3988,4.7,1.0,HIGH,LOW,NONE
11771,CWE-908,CVE-2018-3989,5.5,1.8,LOW,LOW,NONE
11772,CWE-119,CVE-2018-3990,7.8,1.8,LOW,LOW,NONE
11773,CWE-787,CVE-2018-3991,9.8,3.9,LOW,NONE,NONE
11774,CWE-416,CVE-2018-3992,7.8,1.8,LOW,NONE,REQUIRED
11775,CWE-416,CVE-2018-3993,7.8,1.8,LOW,NONE,REQUIRED
11776,CWE-416,CVE-2018-3994,7.8,1.8,LOW,NONE,REQUIRED
11777,CWE-416,CVE-2018-3995,7.8,1.8,LOW,NONE,REQUIRED
11778,CWE-416,CVE-2018-3996,7.8,1.8,LOW,NONE,REQUIRED
11779,CWE-416,CVE-2018-3997,7.8,1.8,LOW,NONE,REQUIRED
11780,CWE-787,CVE-2018-3998,7.8,1.8,LOW,NONE,REQUIRED
11781,CWE-787,CVE-2018-3999,7.8,1.8,LOW,NONE,REQUIRED
11782,CWE-681,CVE-2018-3999,7.8,1.8,LOW,NONE,REQUIRED
11783,CWE-191,CVE-2018-3999,7.8,1.8,LOW,NONE,REQUIRED
11784,CWE-415,CVE-2018-4000,7.8,1.8,LOW,NONE,REQUIRED
11785,CWE-824,CVE-2018-4001,7.8,1.8,LOW,NONE,REQUIRED
11786,CWE-674,CVE-2018-4002,7.5,3.9,LOW,NONE,NONE
11787,CWE-787,CVE-2018-4003,9.8,3.9,LOW,NONE,NONE
11788,CWE-20,CVE-2018-4004,5.5,1.8,LOW,LOW,NONE
11789,CWE-20,CVE-2018-4005,7.8,1.8,LOW,LOW,NONE
11790,CWE-20,CVE-2018-4006,7.8,1.8,LOW,LOW,NONE
11791,CWE-20,CVE-2018-4007,5.5,1.8,LOW,LOW,NONE
11792,CWE-269,CVE-2018-4008,7.8,1.8,LOW,LOW,NONE
11793,CWE-494,CVE-2018-4009,7.8,1.8,LOW,LOW,NONE
11794,CWE-78,CVE-2018-4010,8.8,2.0,LOW,LOW,NONE
11795,CWE-191,CVE-2018-4011,7.5,3.9,LOW,NONE,NONE
11796,CWE-119,CVE-2018-4012,8.1,2.2,HIGH,NONE,NONE
11797,CWE-787,CVE-2018-4013,9.8,3.9,LOW,NONE,NONE
11798,CWE-787,CVE-2018-4014,9.8,3.9,LOW,NONE,NONE
11799,CWE-295,CVE-2018-4015,8.1,2.2,HIGH,NONE,NONE
11800,CWE-787,CVE-2018-4016,9.8,3.9,LOW,NONE,NONE
11801,CWE-798,CVE-2018-4017,8.8,2.8,LOW,NONE,NONE
11802,CWE-20,CVE-2018-4018,9.8,3.9,LOW,NONE,NONE
11803,CWE-78,CVE-2018-4019,7.2,1.2,LOW,HIGH,NONE
11804,CWE-78,CVE-2018-4020,7.2,1.2,LOW,HIGH,NONE
11805,CWE-78,CVE-2018-4021,7.2,1.2,LOW,HIGH,NONE
11806,CWE-416,CVE-2018-4022,7.8,1.8,LOW,NONE,REQUIRED
11807,CWE-787,CVE-2018-4023,9.8,3.9,LOW,NONE,NONE
11808,CWE-476,CVE-2018-4024,7.5,3.9,LOW,NONE,NONE
11809,CWE-119,CVE-2018-4025,7.5,3.9,LOW,NONE,NONE
11810,CWE-20,CVE-2018-4026,7.5,3.9,LOW,NONE,NONE
11811,CWE-662,CVE-2018-4027,7.5,3.9,LOW,NONE,NONE
11812,CWE-732,CVE-2018-4028,7.5,3.9,LOW,NONE,NONE
11813,CWE-787,CVE-2018-4029,9.8,3.9,LOW,NONE,NONE
11814,CWE-444,CVE-2018-4030,7.5,3.9,LOW,NONE,NONE
11815,CWE-94,CVE-2018-4031,10.0,3.9,LOW,NONE,NONE
11816,CWE-20,CVE-2018-4032,5.5,1.8,LOW,LOW,NONE
11817,CWE-20,CVE-2018-4033,5.5,1.8,LOW,LOW,NONE
11818,CWE-20,CVE-2018-4034,5.5,1.8,LOW,LOW,NONE
11819,CWE-20,CVE-2018-4035,5.5,1.8,LOW,LOW,NONE
11820,CWE-20,CVE-2018-4036,5.5,1.8,LOW,LOW,NONE
11821,CWE-20,CVE-2018-4037,5.5,1.8,LOW,LOW,NONE
11822,CWE-123,CVE-2018-4038,7.8,1.8,LOW,NONE,REQUIRED
11823,CWE-787,CVE-2018-4039,7.8,1.8,LOW,NONE,REQUIRED
11824,CWE-824,CVE-2018-4040,7.8,1.8,LOW,NONE,REQUIRED
11825,CWE-20,CVE-2018-4041,5.5,1.8,LOW,LOW,NONE
11826,CWE-20,CVE-2018-4042,5.5,1.8,LOW,LOW,NONE
11827,CWE-20,CVE-2018-4043,5.5,1.8,LOW,LOW,NONE
11828,CWE-20,CVE-2018-4044,5.5,1.8,LOW,LOW,NONE
11829,CWE-20,CVE-2018-4045,5.5,1.8,LOW,LOW,NONE
11830,CWE-20,CVE-2018-4046,5.5,1.8,LOW,LOW,NONE
11831,CWE-20,CVE-2018-4047,5.5,1.8,LOW,LOW,NONE
11832,CWE-668,CVE-2018-4048,7.8,1.8,LOW,LOW,NONE
11833,CWE-732,CVE-2018-4049,7.8,1.8,LOW,LOW,NONE
11834,CWE-732,CVE-2018-4050,7.8,1.8,LOW,LOW,NONE
11835,CWE-732,CVE-2018-4051,5.5,1.8,LOW,LOW,NONE
11836,CWE-200,CVE-2018-4052,5.5,1.8,LOW,LOW,NONE
11837,CWE-20,CVE-2018-4053,5.5,1.8,LOW,LOW,NONE
11838,CWE-20,CVE-2018-4054,7.8,1.8,LOW,LOW,NONE
11839,CWE-20,CVE-2018-4055,5.5,1.8,LOW,LOW,NONE
11840,CWE-89,CVE-2018-4056,9.8,3.9,LOW,NONE,NONE
11841,NVD-CWE-noinfo,CVE-2018-4058,7.7,3.1,LOW,LOW,NONE
11842,CWE-798,CVE-2018-4059,9.8,3.9,LOW,NONE,NONE
11843,CWE-78,CVE-2018-4061,8.8,2.8,LOW,LOW,NONE
11844,CWE-798,CVE-2018-4062,8.1,2.2,HIGH,NONE,NONE
11845,CWE-434,CVE-2018-4063,8.8,2.8,LOW,LOW,NONE
11846,CWE-287,CVE-2018-4064,7.1,2.8,LOW,LOW,NONE
11847,CWE-79,CVE-2018-4065,6.1,2.8,LOW,NONE,REQUIRED
11848,CWE-352,CVE-2018-4066,8.8,2.8,LOW,NONE,REQUIRED
11849,CWE-200,CVE-2018-4067,6.5,2.8,LOW,LOW,NONE
11850,CWE-200,CVE-2018-4068,5.3,3.9,LOW,NONE,NONE
11851,CWE-200,CVE-2018-4069,7.5,3.9,LOW,NONE,NONE
11852,CWE-200,CVE-2018-4070,8.8,2.8,LOW,LOW,NONE
11853,CWE-200,CVE-2018-4071,8.8,2.8,LOW,LOW,NONE
11854,CWE-732,CVE-2018-4072,8.8,2.8,LOW,LOW,NONE
11855,CWE-732,CVE-2018-4073,8.8,2.8,LOW,LOW,NONE
11856,CWE-119,CVE-2018-4082,7.8,1.8,LOW,NONE,REQUIRED
11857,CWE-119,CVE-2018-4083,7.8,1.8,LOW,NONE,REQUIRED
11858,CWE-200,CVE-2018-4084,5.5,1.8,LOW,NONE,REQUIRED
11859,CWE-119,CVE-2018-4085,8.8,2.8,LOW,NONE,REQUIRED
11860,CWE-295,CVE-2018-4086,5.9,2.2,HIGH,NONE,NONE
11861,CWE-119,CVE-2018-4087,7.8,1.8,LOW,NONE,REQUIRED
11862,CWE-119,CVE-2018-4088,8.8,2.8,LOW,NONE,REQUIRED
11863,CWE-119,CVE-2018-4089,8.8,2.8,LOW,NONE,REQUIRED
11864,CWE-200,CVE-2018-4090,5.5,1.8,LOW,NONE,REQUIRED
11865,NVD-CWE-noinfo,CVE-2018-4091,10.0,3.9,LOW,NONE,NONE
11866,CWE-362,CVE-2018-4092,4.7,1.0,HIGH,NONE,REQUIRED
11867,CWE-200,CVE-2018-4093,5.5,1.8,LOW,NONE,REQUIRED
11868,CWE-119,CVE-2018-4094,7.8,1.8,LOW,NONE,REQUIRED
11869,CWE-119,CVE-2018-4095,7.8,1.8,LOW,NONE,REQUIRED
11870,CWE-119,CVE-2018-4096,8.8,2.8,LOW,NONE,REQUIRED
11871,CWE-20,CVE-2018-4097,7.8,1.8,LOW,NONE,REQUIRED
11872,CWE-119,CVE-2018-4098,7.8,1.8,LOW,NONE,REQUIRED
11873,CWE-400,CVE-2018-4100,7.5,3.9,LOW,NONE,NONE
11874,CWE-119,CVE-2018-4101,8.8,2.8,LOW,NONE,REQUIRED
11875,CWE-20,CVE-2018-4102,6.5,2.8,LOW,NONE,REQUIRED
11876,CWE-200,CVE-2018-4104,5.5,1.8,LOW,NONE,REQUIRED
11877,CWE-20,CVE-2018-4105,9.8,3.9,LOW,NONE,NONE
11878,CWE-74,CVE-2018-4106,8.8,2.8,LOW,NONE,REQUIRED
11879,CWE-20,CVE-2018-4107,6.5,2.8,LOW,NONE,REQUIRED
11880,CWE-20,CVE-2018-4108,9.8,3.9,LOW,NONE,NONE
11881,CWE-119,CVE-2018-4109,7.8,1.8,LOW,NONE,REQUIRED
11882,NVD-CWE-noinfo,CVE-2018-4110,9.8,3.9,LOW,NONE,NONE
11883,CWE-347,CVE-2018-4111,5.9,2.2,HIGH,NONE,NONE
11884,CWE-59,CVE-2018-4112,5.5,1.8,LOW,NONE,REQUIRED
11885,CWE-617,CVE-2018-4113,6.5,2.8,LOW,NONE,REQUIRED
11886,CWE-119,CVE-2018-4114,8.8,2.8,LOW,NONE,REQUIRED
11887,CWE-281,CVE-2018-4115,9.8,3.9,LOW,NONE,NONE
11888,CWE-20,CVE-2018-4116,6.5,2.8,LOW,NONE,REQUIRED
11889,CWE-200,CVE-2018-4117,6.5,2.8,LOW,NONE,REQUIRED
11890,CWE-119,CVE-2018-4118,8.8,2.8,LOW,NONE,REQUIRED
11891,CWE-119,CVE-2018-4119,8.8,2.8,LOW,NONE,REQUIRED
11892,CWE-119,CVE-2018-4120,8.8,2.8,LOW,NONE,REQUIRED
11893,CWE-119,CVE-2018-4121,8.8,2.8,LOW,NONE,REQUIRED
11894,CWE-119,CVE-2018-4122,8.8,2.8,LOW,NONE,REQUIRED
11895,CWE-200,CVE-2018-4123,2.4,0.9,LOW,NONE,NONE
11896,CWE-119,CVE-2018-4124,9.8,3.9,LOW,NONE,NONE
11897,CWE-119,CVE-2018-4125,8.8,2.8,LOW,NONE,REQUIRED
11898,CWE-119,CVE-2018-4126,7.8,1.8,LOW,NONE,REQUIRED
11899,CWE-119,CVE-2018-4127,8.8,2.8,LOW,NONE,REQUIRED
11900,CWE-119,CVE-2018-4128,8.8,2.8,LOW,NONE,REQUIRED
11901,CWE-119,CVE-2018-4129,8.8,2.8,LOW,NONE,REQUIRED
11902,CWE-119,CVE-2018-4130,8.8,2.8,LOW,NONE,REQUIRED
11903,NVD-CWE-noinfo,CVE-2018-4131,7.8,1.8,LOW,NONE,REQUIRED
11904,CWE-119,CVE-2018-4132,7.8,1.8,LOW,NONE,REQUIRED
11905,CWE-79,CVE-2018-4133,6.1,2.8,LOW,NONE,REQUIRED
11906,CWE-20,CVE-2018-4134,8.8,2.8,LOW,NONE,REQUIRED
11907,CWE-119,CVE-2018-4135,7.8,1.8,LOW,NONE,REQUIRED
11908,CWE-125,CVE-2018-4136,7.8,1.8,LOW,NONE,REQUIRED
11909,CWE-200,CVE-2018-4137,7.5,3.9,LOW,NONE,NONE
11910,CWE-200,CVE-2018-4138,5.5,1.8,LOW,NONE,REQUIRED
11911,CWE-119,CVE-2018-4139,7.8,1.8,LOW,NONE,REQUIRED
11912,CWE-476,CVE-2018-4140,7.5,3.9,LOW,NONE,NONE
11913,CWE-200,CVE-2018-4141,5.5,1.8,LOW,NONE,REQUIRED
11914,CWE-20,CVE-2018-4142,7.5,3.9,LOW,NONE,NONE
11915,CWE-119,CVE-2018-4143,7.8,1.8,LOW,NONE,REQUIRED
11916,CWE-119,CVE-2018-4144,7.8,1.8,LOW,NONE,REQUIRED
11917,CWE-119,CVE-2018-4145,8.8,2.8,LOW,NONE,REQUIRED
11918,CWE-119,CVE-2018-4146,6.5,2.8,LOW,NONE,REQUIRED
11919,CWE-119,CVE-2018-4147,9.8,3.9,LOW,NONE,NONE
11920,CWE-119,CVE-2018-4148,9.8,3.9,LOW,NONE,NONE
11921,CWE-20,CVE-2018-4149,8.8,2.8,LOW,NONE,REQUIRED
11922,CWE-119,CVE-2018-4150,7.8,1.8,LOW,NONE,REQUIRED
11923,CWE-362,CVE-2018-4151,7.0,1.0,HIGH,NONE,REQUIRED
11924,CWE-362,CVE-2018-4152,7.0,1.0,HIGH,NONE,REQUIRED
11925,CWE-74,CVE-2018-4153,5.9,2.2,HIGH,NONE,NONE
11926,CWE-362,CVE-2018-4154,7.0,1.0,HIGH,NONE,REQUIRED
11927,CWE-362,CVE-2018-4155,7.0,1.0,HIGH,NONE,REQUIRED
11928,CWE-362,CVE-2018-4156,7.0,1.0,HIGH,NONE,REQUIRED
11929,CWE-362,CVE-2018-4157,7.0,1.0,HIGH,NONE,REQUIRED
11930,CWE-362,CVE-2018-4158,7.0,1.0,HIGH,NONE,REQUIRED
11931,CWE-200,CVE-2018-4159,5.5,1.8,LOW,NONE,REQUIRED
11932,CWE-125,CVE-2018-4160,7.8,1.8,LOW,NONE,REQUIRED
11933,CWE-119,CVE-2018-4161,8.8,2.8,LOW,NONE,REQUIRED
11934,CWE-119,CVE-2018-4162,8.8,2.8,LOW,NONE,REQUIRED
11935,CWE-119,CVE-2018-4163,8.8,2.8,LOW,NONE,REQUIRED
11936,NVD-CWE-noinfo,CVE-2018-4164,9.8,3.9,LOW,NONE,NONE
11937,CWE-119,CVE-2018-4165,8.8,2.8,LOW,NONE,REQUIRED
11938,CWE-362,CVE-2018-4166,7.0,1.0,HIGH,NONE,REQUIRED
11939,CWE-362,CVE-2018-4167,7.0,1.0,HIGH,NONE,REQUIRED
11940,CWE-200,CVE-2018-4168,4.6,0.9,LOW,NONE,NONE
11941,CWE-125,CVE-2018-4169,9.8,3.9,LOW,NONE,NONE
11942,CWE-522,CVE-2018-4170,7.8,1.8,LOW,LOW,NONE
11943,CWE-200,CVE-2018-4171,5.5,1.8,LOW,NONE,REQUIRED
11944,NVD-CWE-noinfo,CVE-2018-4172,4.6,0.9,LOW,NONE,NONE
11945,CWE-269,CVE-2018-4173,5.5,1.8,LOW,NONE,REQUIRED
11946,NVD-CWE-noinfo,CVE-2018-4174,5.9,2.2,HIGH,NONE,NONE
11947,CWE-20,CVE-2018-4175,7.8,1.8,LOW,NONE,REQUIRED
11948,CWE-20,CVE-2018-4176,5.5,1.8,LOW,NONE,REQUIRED
11949,CWE-732,CVE-2018-4178,5.5,1.8,LOW,LOW,NONE
11950,CWE-200,CVE-2018-4179,5.5,1.8,LOW,LOW,NONE
11951,NVD-CWE-noinfo,CVE-2018-4180,7.8,1.8,LOW,LOW,NONE
11952,NVD-CWE-noinfo,CVE-2018-4181,5.5,1.8,LOW,LOW,NONE
11953,NVD-CWE-noinfo,CVE-2018-4182,8.2,1.5,LOW,HIGH,NONE
11954,NVD-CWE-noinfo,CVE-2018-4183,8.2,1.5,LOW,HIGH,NONE
11955,NVD-CWE-noinfo,CVE-2018-4184,7.5,3.9,LOW,NONE,NONE
11956,CWE-200,CVE-2018-4185,7.5,3.9,LOW,NONE,NONE
11957,CWE-200,CVE-2018-4186,7.5,3.9,LOW,NONE,NONE
11958,CWE-20,CVE-2018-4187,6.5,2.8,LOW,NONE,REQUIRED
11959,CWE-20,CVE-2018-4188,6.5,2.8,LOW,NONE,REQUIRED
11960,CWE-119,CVE-2018-4189,9.8,3.9,LOW,NONE,NONE
11961,CWE-522,CVE-2018-4190,8.8,2.8,LOW,NONE,REQUIRED
11962,CWE-119,CVE-2018-4191,8.8,2.8,LOW,NONE,REQUIRED
11963,CWE-362,CVE-2018-4192,7.5,1.6,HIGH,NONE,REQUIRED
11964,CWE-119,CVE-2018-4193,7.8,1.8,LOW,NONE,REQUIRED
11965,CWE-125,CVE-2018-4194,8.8,2.8,LOW,NONE,REQUIRED
11966,CWE-20,CVE-2018-4195,6.5,2.8,LOW,NONE,REQUIRED
11967,CWE-200,CVE-2018-4196,7.8,1.8,LOW,NONE,REQUIRED
11968,CWE-416,CVE-2018-4197,8.8,2.8,LOW,NONE,REQUIRED
11969,CWE-20,CVE-2018-4198,5.5,1.8,LOW,NONE,REQUIRED
11970,CWE-119,CVE-2018-4199,8.8,2.8,LOW,NONE,REQUIRED
11971,CWE-416,CVE-2018-4200,8.8,2.8,LOW,NONE,REQUIRED
11972,CWE-119,CVE-2018-4201,8.8,2.8,LOW,NONE,REQUIRED
11973,CWE-20,CVE-2018-4202,5.9,2.2,HIGH,NONE,NONE
11974,CWE-125,CVE-2018-4203,7.5,3.9,LOW,NONE,NONE
11975,CWE-119,CVE-2018-4204,8.8,2.8,LOW,NONE,REQUIRED
11976,CWE-20,CVE-2018-4205,6.5,2.8,LOW,NONE,REQUIRED
11977,CWE-119,CVE-2018-4206,7.8,1.8,LOW,NONE,REQUIRED
11978,CWE-20,CVE-2018-4207,8.8,2.8,LOW,NONE,REQUIRED
11979,CWE-20,CVE-2018-4208,8.8,2.8,LOW,NONE,REQUIRED
11980,CWE-20,CVE-2018-4209,8.8,2.8,LOW,NONE,REQUIRED
11981,CWE-129,CVE-2018-4210,8.8,2.8,LOW,NONE,REQUIRED
11982,CWE-119,CVE-2018-4211,7.8,1.8,LOW,NONE,REQUIRED
11983,NVD-CWE-noinfo,CVE-2018-4212,8.8,2.8,LOW,NONE,REQUIRED
11984,CWE-20,CVE-2018-4213,8.8,2.8,LOW,NONE,REQUIRED
11985,CWE-119,CVE-2018-4214,8.8,2.8,LOW,NONE,REQUIRED
11986,CWE-119,CVE-2018-4215,7.8,1.8,LOW,NONE,REQUIRED
11987,NVD-CWE-noinfo,CVE-2018-4216,5.5,1.8,LOW,NONE,REQUIRED
11988,CWE-200,CVE-2018-4217,7.5,3.9,LOW,NONE,NONE
11989,CWE-416,CVE-2018-4218,8.8,2.8,LOW,NONE,REQUIRED
11990,CWE-704,CVE-2018-4219,7.8,1.8,LOW,NONE,REQUIRED
11991,CWE-732,CVE-2018-4220,8.8,2.8,LOW,NONE,REQUIRED
11992,CWE-200,CVE-2018-4221,7.5,3.9,LOW,NONE,NONE
11993,CWE-125,CVE-2018-4222,8.8,2.8,LOW,NONE,REQUIRED
11994,CWE-200,CVE-2018-4223,5.5,1.8,LOW,LOW,NONE
11995,CWE-200,CVE-2018-4224,5.5,1.8,LOW,LOW,NONE
11996,CWE-20,CVE-2018-4225,5.5,1.8,LOW,LOW,NONE
11997,CWE-200,CVE-2018-4226,5.5,1.8,LOW,LOW,NONE
11998,CWE-319,CVE-2018-4227,7.5,3.9,LOW,NONE,NONE
11999,CWE-362,CVE-2018-4228,7.0,1.0,HIGH,NONE,REQUIRED
12000,NVD-CWE-noinfo,CVE-2018-4229,10.0,3.9,LOW,NONE,NONE
12001,CWE-362,CVE-2018-4230,7.0,1.0,HIGH,NONE,REQUIRED
12002,NVD-CWE-noinfo,CVE-2018-4232,4.3,2.8,LOW,NONE,REQUIRED
12003,CWE-119,CVE-2018-4233,8.8,2.8,LOW,NONE,REQUIRED
12004,CWE-119,CVE-2018-4234,7.8,1.8,LOW,NONE,REQUIRED
12005,CWE-74,CVE-2018-4235,5.5,1.8,LOW,LOW,NONE
12006,CWE-119,CVE-2018-4236,7.8,1.8,LOW,NONE,REQUIRED
12007,NVD-CWE-noinfo,CVE-2018-4237,7.8,1.8,LOW,NONE,REQUIRED
12008,CWE-732,CVE-2018-4238,2.4,0.9,LOW,NONE,NONE
12009,CWE-200,CVE-2018-4239,4.6,0.9,LOW,NONE,NONE
12010,CWE-20,CVE-2018-4240,6.5,2.8,LOW,NONE,REQUIRED
12011,CWE-119,CVE-2018-4241,7.8,1.8,LOW,NONE,REQUIRED
12012,CWE-119,CVE-2018-4242,7.8,1.8,LOW,NONE,REQUIRED
12013,CWE-119,CVE-2018-4243,7.8,1.8,LOW,NONE,REQUIRED
12014,CWE-200,CVE-2018-4244,4.6,0.9,LOW,NONE,NONE
12015,CWE-704,CVE-2018-4246,8.8,2.8,LOW,NONE,REQUIRED
12016,CWE-20,CVE-2018-4247,6.5,2.8,LOW,NONE,REQUIRED
12017,CWE-125,CVE-2018-4248,7.5,3.9,LOW,NONE,NONE
12018,CWE-787,CVE-2018-4249,7.8,1.8,LOW,NONE,REQUIRED
12019,CWE-190,CVE-2018-4249,7.8,1.8,LOW,NONE,REQUIRED
12020,CWE-20,CVE-2018-4250,6.5,2.8,LOW,NONE,REQUIRED
12021,CWE-732,CVE-2018-4251,5.5,1.8,LOW,NONE,REQUIRED
12022,CWE-200,CVE-2018-4252,4.6,0.9,LOW,NONE,NONE
12023,CWE-125,CVE-2018-4253,5.5,1.8,LOW,NONE,REQUIRED
12024,CWE-20,CVE-2018-4254,9.8,3.9,LOW,NONE,NONE
12025,CWE-125,CVE-2018-4255,5.5,1.8,LOW,LOW,NONE
12026,CWE-125,CVE-2018-4256,5.5,1.8,LOW,LOW,NONE
12027,CWE-119,CVE-2018-4257,9.8,3.9,LOW,NONE,NONE
12028,CWE-119,CVE-2018-4258,9.8,3.9,LOW,NONE,NONE
12029,CWE-119,CVE-2018-4259,9.8,3.9,LOW,NONE,NONE
12030,CWE-20,CVE-2018-4260,6.5,2.8,LOW,NONE,REQUIRED
12031,CWE-119,CVE-2018-4261,8.8,2.8,LOW,NONE,REQUIRED
12032,CWE-119,CVE-2018-4262,8.8,2.8,LOW,NONE,REQUIRED
12033,CWE-119,CVE-2018-4263,8.8,2.8,LOW,NONE,REQUIRED
12034,CWE-119,CVE-2018-4264,8.8,2.8,LOW,NONE,REQUIRED
12035,CWE-119,CVE-2018-4265,8.8,2.8,LOW,NONE,REQUIRED
12036,CWE-362,CVE-2018-4266,5.9,2.2,HIGH,NONE,NONE
12037,CWE-119,CVE-2018-4267,8.8,2.8,LOW,NONE,REQUIRED
12038,CWE-119,CVE-2018-4268,9.8,3.9,LOW,NONE,NONE
12039,CWE-119,CVE-2018-4269,8.6,1.8,LOW,NONE,REQUIRED
12040,CWE-119,CVE-2018-4270,6.5,2.8,LOW,NONE,REQUIRED
12041,CWE-119,CVE-2018-4271,6.5,2.8,LOW,NONE,REQUIRED
12042,CWE-119,CVE-2018-4272,8.8,2.8,LOW,NONE,REQUIRED
12043,CWE-119,CVE-2018-4273,6.5,2.8,LOW,NONE,REQUIRED
12044,CWE-20,CVE-2018-4274,7.5,3.9,LOW,NONE,NONE
12045,CWE-119,CVE-2018-4275,8.6,1.8,LOW,NONE,REQUIRED
12046,CWE-476,CVE-2018-4276,7.5,3.9,LOW,NONE,NONE
